"Date","Record Number","Record Type","Address","Status","Description","Project Name","Short Notes",
"12/30/2025","BLDNCC-2025-22117","New Commercial Construction Permit","18 Cherokee CIR, 204, Madison WI 53704 United States","In Process","Enclose existing open porch for unheated sunroom",,"Enclose existing open porch for unheated sunroom",
"12/30/2025","BLDNCC-2025-22102","New Commercial Construction Permit","69 Cherokee CIR, 204, Madison WI 53704 United States","In Process","Enclose existing open porch for unheated sunroom",,"Enclose existing open porch for unheated sunroom",
"12/30/2025","BLDNCC-2025-22101","New Commercial Construction Permit","6510 Grand Teton PLZ, 302, Madison WI 53719 United States","Inspections Complete","Advanced Dermatology - existing tenant alteration",,"Advanced Dermatology - existing tenant alteration",
"12/29/2025","BLDNCC-2025-22042","New Commercial Construction Permit","525 Junction RD, 3200, Madison WI 53717 United States","Issued","Vierbicher engineering office - new tenant alteration",,"Vierbicher engineering office - new tenant alteration",
"12/29/2025","BLDNCC-2025-22037","New Commercial Construction Permit","707 S Mills ST, Madison WI 53715 United States","Issued","Verizon - remove 9 RRUs, 3 antennas, and 3 diplexers.  add 3 antennas and 3 RRUs",,"Verizon - remove 9 RRUs, 3 antennas, and 3 diplexers.  add 3 antennas and 3 RRUs",
"12/29/2025","BLDNCC-2025-22030","New Commercial Construction Permit","1211 Fish Hatchery RD, Madison WI 53715 United States","Issued","SSM Health - MRI renovation build out",,"SSM Health - MRI renovation build out",
"12/29/2025","BLDNCC-2025-22027","New Commercial Construction Permit","613 Williamson ST, 102, Madison WI 53703 United States","Issued","Mind Medicine Inc - new tenant alteration - CEO office",,"Mind Medicine Inc - new tenant alteration - CEO office",
"12/29/2025","BLDNCC-2025-22015","New Commercial Construction Permit","125 N Hamilton ST, 804, Madison WI 53703 United States","Issued","bathroom remodel- add wall sections using non-combustible construction",,"bathroom remodel- add wall sections using non-combustible construction",
"12/29/2025","BLDNCC-2025-22013","New Commercial Construction Permit","558 Troy DR, Madison WI 53704 United States","Issued","4.86 kW PV Solar Panel Installation on roof - 12 panels",,"4.86 kW PV Solar Panel Installation on roof - 12 panels",
"12/29/2025","BLDNCC-2025-22011","New Commercial Construction Permit","575 D'onofrio DR, 300, Madison WI 53719 United States","Issued","Harbour Investments - existing tenant alteration",,"Harbour Investments - existing tenant alteration",
"12/23/2025","BLDNCC-2025-21909","New Commercial Construction Permit","700 Regent ST, 301, Madison WI 53715 United States","Issued","Fiduciary Partners - new tenant alteration",,"Fiduciary Partners - new tenant alteration",
"12/23/2025","BLDNCC-2025-21904","New Commercial Construction Permit","4692 Cottage Grove RD, Madison WI 53716 United States","Inspections Complete","M&J Jamaican Kitch'n - determine occupancy",,"M&J Jamaican Kitch'n - determine occupancy",
"12/22/2025","BLDNCC-2025-21827","New Commercial Construction Permit","2866 Agriculture DR, Madison WI 53718 United States","Closed","3rd gen painting and remodeling - new tenant alteration",,"3rd gen painting and remodeling - new tenant alteration",
"12/19/2025","BLDNCC-2025-21759","New Commercial Construction Permit","122 Junction RD, Madison WI 53717 United States","Issued","Steve's Liquor - convert bathroom to glassware storage and sanitization room",,"Steve's Liquor - convert bathroom to glassware storage and sanitization room",
"12/19/2025","BLDNCC-2025-21744","New Commercial Construction Permit","3760 Marsh RD, Madison WI 53718 United States","Issued","Franklin Fueling - alteration to create office area",,"Franklin Fueling - alteration to create office area",
"12/18/2025","BLDNCC-2025-21678","New Commercial Construction Permit","4618 S Biltmore LN, Madison WI 53718 United States","Inspections Complete","Brain Balance Center of Madison - new tenant alteration",,"Brain Balance Center of Madison - new tenant alteration",
"12/17/2025","BLDNCC-2025-21620","New Commercial Construction Permit","421 S Park ST, Madison WI 53715 United States","In Process","Add entrance and toilet room to second floor office for future tenant",,"Add entrance and toilet room to second floor office for future tenant",
"12/16/2025","BLDNCC-2025-21582","New Commercial Construction Permit","3551 Anderson ST, Madison WI 53704 United States","Issued","Neuwave Medical - IT room alteration",,"Neuwave Medical - IT room alteration",
"12/16/2025","BLDNCC-2025-21556","New Commercial Construction Permit","554 N Midvale BLVD, Madison WI 53705 United States","Issued","Chocolate Shoppe Ice Cream alteration",,"Chocolate Shoppe Ice Cream alteration",
"12/16/2025","BLDNCC-2025-21553","New Commercial Construction Permit","2201 Zeier RD, Madison WI 53704 United States","Issued","split one vacant tenant space into two vacant tenant spaces. Alter facade",,"split one vacant tenant space into two vacant tenant spaces. Alter facade",
"12/16/2025","BLDNCC-2025-21549","New Commercial Construction Permit","1717 N Stoughton RD, Madison WI 53704 United States","Issued","Common Threads Family Resource Center - existing tenant alteration",,"Common Threads Family Resource Center - existing tenant alteration",
"12/15/2025","BLDNCC-2025-21500","New Commercial Construction Permit","7250 Maahic WAY, Madison WI 53718 United States","In Process","Dane County - RNG Maintenance Shop and Office Building",,"Dane County - RNG Maintenance Shop and Office Building",
"12/15/2025","BLDNCC-2025-21496","New Commercial Construction Permit","2810 Crossroads DR, 3500, Madison WI 53718 United States","Closed","Sterling Law Office - existing tenant alteration",,"Sterling Law Office - existing tenant alteration",
"12/12/2025","BLDNCC-2025-21441","New Commercial Construction Permit","1255 Fourier DR, 102, Madison WI 53717 United States","Issued","Madison Plastic Surgery - new tenant alteration",,"Madison Plastic Surgery - new tenant alteration",
"12/12/2025","BLDNCC-2025-21372","New Commercial Construction Permit","215 S Hamilton ST, 3000, Madison WI 53703 United States","In Process","Dane County District Attorney alteration - 3rd and 4th floors.  Add mezzanine on 3rd floor",,"Dane County District Attorney alteration - 3rd and 4th floors",
"12/11/2025","BLDNCC-2025-21368","New Commercial Construction Permit","1331 Greenway Cross, Madison WI 53713 United States","Issued","Pacos Tacos - restroom renovation and increase occupant load",,"Pacos Tacos - restroom renovation and increase occupant load",
"12/10/2025","BLDNCC-2025-21297","New Commercial Construction Permit","1021 University AVE, Madison WI 53715 United States","Issued","Luther Memorial Church - prepare balcony for new organ",,"Luther Memorial Church - prepare balcony for new organ",
"12/10/2025","BLDNCC-2025-21263","New Commercial Construction Permit","1 S Pinckney ST, Madison WI 53703 United States","Issued","interior nonstructural demolition permit to not affect exiting, toilet rooms, or fire protection",,"interior nonstructural demolition permit to not affect exiting, toilet rooms, or fire protection",
"12/10/2025","BLDNCC-2025-21262","New Commercial Construction Permit","1 S Pinckney ST, Madison WI 53703 United States","Issued","1st floor lobby renovation",,"1st floor lobby renovation",
"12/08/2025","BLDNCC-2025-21135","New Commercial Construction Permit","529 N Lake ST, Madison WI 53703 United States","Closed","Kollege Klub - alteration to create merchandise display",,"Kollege Klub - alteration to create merchandise display",
"12/08/2025","BLDNCC-2025-21133","New Commercial Construction Permit","1 S Pinckney ST, 700, Madison WI 53703 United States","Issued","interior nonstructural demolition permit to not affect exiting, toilet rooms, or fire protection",,"interior nonstructural demolition permit to not affect exiting, toilet rooms, or fire protection",
"12/08/2025","BLDNCC-2025-21132","New Commercial Construction Permit","1 S Pinckney ST, 700, Madison WI 53703 United States","Issued","Michael Best & Friedrich - existing tenant alteration 7th, 8th, and 9th floors",,"Michael Best & Friedrich - existing tenant alteration 7th, 8th, and 9th floors",
"12/08/2025","BLDNCC-2025-21109","New Commercial Construction Permit","440 Science DR, 400, Madison WI 53711 United States","Issued","Forward Legal Services - existing tenant alteration",,"Forward Legal Services - existing tenant alteration",
"12/05/2025","BLDNCC-2025-21069","New Commercial Construction Permit","1255 Fourier DR, 101, Madison WI 53717 United States","Closed","Interior non structural demo, not to affect toilet rooms, exiting, or fire rated systems",,"Interior non structural demo, not to affect toilet rooms, exiting, or fire rated systems",
"12/05/2025","BLDNCC-2025-21068","New Commercial Construction Permit","1255 Fourier DR, 101, Madison WI 53717 United States","Issued","New York Life- new tenant alterations",,"New York Life- new tenant alterations",
"12/05/2025","BLDNCC-2025-21056","New Commercial Construction Permit","807 Walsh RD, Madison WI 53714 United States","In Process","New two tenant shell building",,"New two tenant shell building",
"12/05/2025","BLDNCC-2025-21052","New Commercial Construction Permit","401 N Third ST, Madison WI 53704 United States","Issued","Kwik Trip - remodel kitchen, toilet rooms, sales area. external freezer addition",,"Kwik Trip - remodel kitchen, toilet rooms, sales area. external freezer addition",
"12/05/2025","BLDNCC-2025-21035","New Commercial Construction Permit","53 Waunona Woods CT, Madison WI 53713 United States","Issued","Remove structural post between dining and living rooms",,"Remove structural post between dining and living rooms",
"12/04/2025","BLDNCC-2025-20938","New Commercial Construction Permit","2 E Gilman ST, Madison WI 53703 United States","Closed","National Guardian Life - 1st floor alteration",,"National Guardian Life - 1st floor alteration",
"12/03/2025","BLDNCC-2025-20884","New Commercial Construction Permit","1 Dempsey RD, 1, Madison WI 53714 United States","Closed","QPS - alteration for existing tenant- remove office partition walls and relocate door, frame new wall for new door location",,"QPS - alteratQPS - alteration for existing tenant- remove office partition walls and relocate door, frame new wall for new door locationion to suites 1 and 2 for existing tenant",
"12/03/2025","BLDNCC-2025-20871","New Commercial Construction Permit","1301 E Washington AVE, Madison WI 53703 United States","Issued","Shopbop - digital media offices",,"Shopbop - digital media offices",
"12/02/2025","BLDNCC-2025-20790","New Commercial Construction Permit","56 Fairgrounds DR, Madison WI 53713 United States","Issued","Verizon - Add equipment on new rooftop ballast sled",,"Verizon - Add equipment on new rooftop ballast sled",
"12/02/2025","BLDNCC-2025-20789","New Commercial Construction Permit","7099 Raymond RD, Madison WI 53719 United States","Issued","Verizon - replace 6 radios, replace junction box, add junction box, replace 9 antennas, add 3 radios",,"Verizon - replace 6 radios, replace junction box, add junction box, replace 9 antennas, add 3 radios",
"12/01/2025","BLDNCC-2025-20752","New Commercial Construction Permit","353 East Campus MALL, Madison WI 53715 United States","Issued","UW Center for Student Affairs - new tenant buildout",,"UW Center for Student Affairs - new tenant buildout",
"12/01/2025","BLDNCC-2025-20710","New Commercial Construction Permit","429 Gammon PL, 6, Madison WI 53719 United States","Inspections Complete","VonAuto Certificate of occupancy - change of use",,"VonAuto Certificate of occupancy - change of use",
"11/26/2025","BLDNCC-2025-20611","New Commercial Construction Permit","849 E Washington AVE, Madison WI 53703 United States","Issued","Reconstruct two entrance staircases on E. Washington Ave.",,"Reconstruct two entrance staircases on E. Washington Ave.",
"11/26/2025","BLDNCC-2025-20608","New Commercial Construction Permit","11 Science CT, Madison WI 53711 United States","Closed","Preschool of the Arts- kitchen remodel",,"Preschool of the Arts- kitchen remodel",
"11/25/2025","BLDNCC-2025-20575","New Commercial Construction Permit","3907 Kipp ST, Madison WI 53718 United States","Issued","New shell building",,"New shell building",
"11/25/2025","BLDNCC-2025-20574","New Commercial Construction Permit","3905 Kipp ST, Madison WI 53718 United States","Issued","new shell building with separated tenant spaces including office and toilet room in each",,"new shell building with separated tenant spaces including office and toilet room in each",
"11/25/2025","BLDNCC-2025-20572","New Commercial Construction Permit","3903 Kipp ST, Madison WI 53718 United States","Issued","new shell building with separated tenant spaces including office and toilet room in each",,"new shell building with separated tenant spaces including office and toilet room in each",
"11/25/2025","BLDNCC-2025-20569","New Commercial Construction Permit","1 Exact LN, Madison WI 53711 United States","Issued","Exact Sciences - Cyber Security war room",,"Exact Sciences - Cyber Security war room",
"11/25/2025","BLDNCC-2025-20547","New Commercial Construction Permit","1835 Winnebago ST, 204, Madison WI 53704 United States","Issued","Bathroom and kitchen: remove half wall in kitchen, add peninsula, bathroom replace fixtures, drywall/tile",,"Bathroom and kitchen: remove half wall in kitchen, add peninsula, bathroom replace fixtures, drywall/tile",
"11/25/2025","BLDNCC-2025-20519","New Commercial Construction Permit","910 W Wingra DR, Madison WI 53715 United States","Issued","Strand Associates - two 2 story additions",,"Strand Associates - two 2 story additions",
"11/25/2025","BLDNCC-2025-20514","New Commercial Construction Permit","6808 Odana RD, 100, Madison WI 53719 United States","Issued","US Marines Recruiting Office - interior alteration for new tenant",,"US Marines Recruiting Office - interior alteration for new tenant",
"11/24/2025","BLDNCC-2025-20472","New Commercial Construction Permit","7617 Mineral Point RD, 203, Madison WI 53717 United States","Closed","Grumman/ Butkus Associates - expand tenant space for new tenant",,"Grumman/ Butkus Associates - expand tenant space for new tenant",
"11/24/2025","BLDNCC-2025-20453","New Commercial Construction Permit","5315 Wall ST, 175, Madison WI 53718 United States","Closed","Lakeside Counseling - new tenant alteration",,"Lakeside Counseling - new tenant alteration",
"11/24/2025","BLDNCC-2025-20429","New Commercial Construction Permit","5117 West Terrace DR, 109, Madison WI 53718 United States","Issued","Rogers Behavioral Health - interior alteration for new tenant",,"Rogers Behavioral Health - interior alteration for new tenant",
"11/21/2025","BLDNCC-2025-20402","New Commercial Construction Permit","3901 Kipp ST, Madison WI 53718 United States","Issued","new shell building with separated tenant spaces including office and toilet room in each",,"new shell building with separated tenant spaces including office and toilet room in each",
"11/21/2025","BLDNCC-2025-20401","New Commercial Construction Permit","1815 E Washington AVE, 100, Madison WI 53704 United States","In Process","Stellie's Ice Cream - walk in freezer for new tenant",,"Stellie's Ice Cream - walk in freezer for new tenant",
"11/21/2025","BLDNCC-2025-20396","New Commercial Construction Permit","326 Junction RD, Madison WI 53717 United States","Issued","Reset Wellness Studio - expand suite for existing tenant into adjecent space",,"Reset Wellness Studio - expand suite for existing tenant into adjecent space",
"11/20/2025","BLDNCC-2025-20263","New Commercial Construction Permit","2462 Atwood AVE, Madison WI 53704 United States","Issued","St Bernard Cathedral - Mausoleum Addition",,"St Bernard Cathedral - Mausoleum Addition",
"11/19/2025","BLDNCC-2025-20243","New Commercial Construction Permit","515 Junction RD, 2300, Madison WI 53717 United States","Closed","Certificate of Occupancy - Exactly Dermatology, Aesthetics, and Health SC",,"Exactly Dermatology - Certificate of Occupancy",
"11/19/2025","BLDNCC-2025-20211","New Commercial Construction Permit","6152 American PKWY, Madison WI 53718 United States","Issued","American Family Insurance - Alter closet in third floor meeting room",,"American Family Insurance - Alter closet in third floor meeting room",
"11/19/2025","BLDNCC-2025-20171","New Commercial Construction Permit","940 Williamson ST, Madison WI 53703 United States","In Process","Alimentari - interior alteration for new tenant",,"Alimentari - interior alteration for new tenant",
"11/18/2025","BLDNCC-2025-20103","New Commercial Construction Permit","918 Deming WAY, 200, Madison WI 53717 United States","Closed","Erdman - new tenant alteration",,"Erdman - new tenant alteration",
"11/14/2025","BLDNCC-2025-19963","New Commercial Construction Permit","2038 Jenifer ST, Madison WI 53704 United States","Issued","Jenifer Street Market - replace canopy, replace siding",,"Jenifer Street Market - replace canopy, replace siding",
"11/13/2025","BLDNCC-2025-19865","New Commercial Construction Permit","4909 E Buckeye RD, Madison WI 53716 United States","In Process","City Church - two story addition",,"City Church - two story addition",
"11/12/2025","BLDNCC-2025-19764","New Commercial Construction Permit","4657 Verona RD, Madison WI 53711 United States","Issued","Moe's Care Bears - new tenant alteration",,"Moe's Care Bears - new tenant alteration",
"11/12/2025","BLDNCC-2025-19760","New Commercial Construction Permit","4653 Verona RD, Madison WI 53711 United States","Issued","Habanero's - new tenant alteration includes exterior walk-in cooler which is a separate building",,"Habanero's - new tenant alteration includes exterior walk-in cooler which is a separate building",
"11/12/2025","BLDNCC-2025-19758","New Commercial Construction Permit","4201 Buckeye RD, Madison WI 53716 United States","In Process","12 ft x 16 ft shed",,"12 ft x 16 ft shed",
"11/12/2025","BLDNCC-2025-19757","New Commercial Construction Permit","4400 Sycamore AVE, Madison WI 53714 United States","Issued","Remove portion of building.  Construct steel platform with unheated picking house",,"Remove portion of building.  Construct steel platform with unheated picking house",
"11/12/2025","BLDNCC-2025-19741","New Commercial Construction Permit","2017 S Stoughton RD, Madison WI 53716 United States","Inspections Complete","Ultimate Arts Tattoo - certificate of occupancy",,"certificate of occupancy -Ultimate Arts Tattoo",
"11/12/2025","BLDNCC-2025-19728","New Commercial Construction Permit","733 Hilldale WAY, Madison WI 53705 United States","Closed","Allure - Certificate of Occupancy",,"Allure - Certificate of Occupancy",
"11/11/2025","BLDNCC-2025-19702","New Commercial Construction Permit","6002 Femrite DR, Madison WI 53718 United States","Closed","Tekni-Plex - bathroom and office space buildout",,"Tekni-Plex - bathroom and office space buildout",
"11/11/2025","BLDNCC-2025-19666","New Commercial Construction Permit","502 Caromar DR, Madison WI 53711 United States","Issued","Midvale Elementary School - internal access modifications for security purposes",,"Midvale Elementary School - internal access modifications for security purposes",
"11/11/2025","BLDNCC-2025-19642","New Commercial Construction Permit","1712 Monroe ST, Madison WI 53711 United States","Issued","Landmark Credit Union - alteration for new tenant",,"Landmark Credit Union - alteration for new tenant",
"11/10/2025","BLDNCC-2025-19617","New Commercial Construction Permit","4800 American PKWY, Madison WI 53718 United States","Closed","Summit Credit Union - existing tenant alteration",,"Summit Credit Union - existing tenant alteration",
"11/10/2025","BLDNCC-2025-19601","New Commercial Construction Permit","613 Williamson ST, 101, Madison WI 53703 United States","Issued","H. M. Cole - divide space into new tailor shop and unoccupied tenant space",,"H. M. Cole - divide space into new tailor shop and unoccupied tenant space",
"11/10/2025","BLDNCC-2025-19578","New Commercial Construction Permit","4198 Nakoosa TRL, Madison WI 53714 United States","Issued","Walmart - install breakroom door, sales floor door, move vision center doors",,"Walmart - install breakroom door, sales floor door, move vision center doors",
"11/07/2025","BLDNCC-2025-19527","New Commercial Construction Permit","4726 E Washington AVE, Madison WI 53704 United States","Closed","Certificate of Occupancy",,"Certificate of Occupancy",
"11/06/2025","BLDNCC-2025-19414","New Commercial Construction Permit","3572 Hargrove ST, Madison WI 53714 United States","Issued","Eastmorland Community Housing - 26-unit apartment",,"Eastmorland Community Housing - 26-unit apartment",
"11/04/2025","BLDNCC-2025-19243","New Commercial Construction Permit","524 E Johnson ST, Madison WI 53703 United States","In Process","Canopy addition over exterior basement stair",,"Canopy addition over exterior basement stair",
"11/03/2025","BLDNCC-2025-19201","New Commercial Construction Permit","1 Exact LN, Madison WI 53711 United States","Closed","Exact Sciences - convert 2 conference rooms into 4 huddle rooms on 2nd floor",,"Exact Sciences - convert 2 conference rooms into 4 huddle rooms on 2nd floor",
"11/03/2025","BLDNCC-2025-19161","New Commercial Construction Permit","406 Science DR, 100, Madison WI 53711 United States","Closed","Madison Upper Cervical Center - new tenant alteration",,"Madison Upper Cervical Center - new tenant alteration",
"11/03/2025","BLDNCC-2025-19153","New Commercial Construction Permit","406 Science DR, 300, Madison WI 53711 United States","Closed","Kock Financial - expand existing tenant into adjacent space",,"Kock Financial - expand existing tenant into adjacent space",
"10/31/2025","BLDNCC-2025-19077","New Commercial Construction Permit","7869 Big Sky DR, Madison WI 53719 United States","In Process","Gerber Collision - new tenant alteration",,"Gerber Collision - new tenant alteration",
"10/31/2025","BLDNCC-2025-19069","New Commercial Construction Permit","9451 Spirit ST, Middleton WI 53562 United States","In Process","Paragon Place Lot 4 - building #2: 12-unit apartment with private garages",,"Paragon Place Lot 4 - building #2: 12-unit apartment with private garages",
"10/31/2025","BLDNCC-2025-19054","New Commercial Construction Permit","3575 University AVE, Madison WI 53705 United States","In Process","New 147 unit 6 story multiuse building",,"New 147 unit 6 story multiuse building",
"10/31/2025","BLDNCC-2025-19030","New Commercial Construction Permit","1011 E Main ST, Madison WI 53703 United States","Closed","April Aire - add accessible toilet rooms at first floor lab area",,"April Aire - add accessible toilet rooms at first floor lab area",
"10/31/2025","BLDNCC-2025-19029","New Commercial Construction Permit","1011 E Main ST, Madison WI 53703 United States","In Process","April Aire - office alteration, mezzanine floor infill",,"April Aire - office alteration, mezzanine floor infill",
"10/30/2025","BLDNCC-2025-18995","New Commercial Construction Permit","2139 Zeier RD, Madison WI 53704 United States","Inspections Complete","Zoning change of use- Trendy Furniture",,"Zoning change of use- Trendy Furniture",
"10/30/2025","BLDNCC-2025-18951","New Commercial Construction Permit","519 E Johnson ST, Madison WI 53703 United States","In Process","Porchlight - alteration - convert first floor sleeping rooms to 2 dwelling units. Add kitchens and powder room on second floor",,"Porchlight - alteration - convert first floor sleeping rooms to 2 dwelling units. Add kitchens and powder room on second",
"10/30/2025","BLDNCC-2025-18945","New Commercial Construction Permit","305 Bear Claw WAY, Middleton WI 53562 United States","In Process","Paragon Place Lot 4 - building #1: 9-unit apartment with private garages",,"Paragon Place Lot 4 - building #1: 9-unit apartment with private garages",
"10/30/2025","BLDNCC-2025-18938","New Commercial Construction Permit","5818 Gemini DR, Madison WI 53718 United States","Rejected","Capitol View Townhouses - new 12 unit townhouse",,"Capitol View Townhouses - new 12 unit townhouse",
"10/30/2025","BLDNCC-2025-18936","New Commercial Construction Permit","2438 Atwood AVE, Madison WI 53704 United States","In Process","St Bernard Parish Center alteration - convert gym/stage to event space, alter toilet rooms, kitchen, and offices. Convert classrooms to meeting room.",,"St Bernard Parish Center alteration - convert gym/stage to event space, alter toilet rooms, kitchen, and offices",
"10/30/2025","BLDNCC-2025-18933","New Commercial Construction Permit","222 N Hamilton ST, 1, Madison WI 53703 United States","Issued","alteration to residential unit",,"alteration to residential unit",
"10/30/2025","BLDNCC-2025-18928","New Commercial Construction Permit","206 E Olin AVE, 101, Madison WI 53713 United States","Closed","Bristol Hospice - new tenant alteration",,"Bristol Hospice - new tenant alteration",
"10/30/2025","BLDNCC-2025-18927","New Commercial Construction Permit","3560 Hargrove ST, Madison WI 53714 United States","Issued","Eastmorland Community Center - new building",,"Eastmorland Community Center - new building",
"10/30/2025","BLDNCC-2025-18925","New Commercial Construction Permit","1200 John Q Hammons DR, 501, Madison WI 53717 United States","Inspections Complete","Madison Wealth Management - new tenant alteration",,"Madison Wealth Management - new tenant alteration",
"10/30/2025","BLDNCC-2025-18923","New Commercial Construction Permit","1255 Fourier DR, 201, Madison WI 53717 United States","Closed","Great Wolf - expanding into adjacent suite",,"Great Wolf - expanding into adjacent suite",
"10/29/2025","BLDNCC-2025-18873","New Commercial Construction Permit","320 E Wilson ST, Madison WI 53703 United States","Issued","Convert apartment building to hotel",,"Convert apartment building to hotel",
"10/29/2025","BLDNCC-2025-18871","New Commercial Construction Permit","221 N Livingston ST, Madison WI 53703 United States","Issued","deck and porch addition",,"deck and porch addition",
"10/28/2025","BLDNCC-2025-18772","New Commercial Construction Permit","1440 E Washington AVE, Madison WI 53703 United States","Inspections Complete","Puffin Pass - change of use from business to mercantile/storage, no construction",,"Puffin Pass - change of use from business to mercantile/storage, no construction",
"10/28/2025","BLDNCC-2025-18763","New Commercial Construction Permit","3500 Corben CT, Madison WI 53704 United States","Closed","Ballasted roof-top installation of 307 panel 138.15kWdc PV solar system",,"Ballasted roof-top installation of 307 panel 138.15kWdc PV solar system",
"10/28/2025","BLDNCC-2025-18755","New Commercial Construction Permit","651 S Park ST, Madison WI 53715 United States","In Process","Zoddies -- Zoning Only Certificate of occupancy to Retail",,"Zoddies -- Zoning Only Certificate of occupancy to Retail",
"10/28/2025","BLDNCC-2025-18754","New Commercial Construction Permit","44 E Mifflin ST, 803, Madison WI 53703 United States","Closed","Audacy - new tenant alteration",,"Audacy - new tenant alteration",
"10/27/2025","BLDNCC-2025-18724","New Commercial Construction Permit","222 W Washington AVE, 460, Madison WI 53703 United States","Inspections Complete","Madison Symphony Orchestra - combine two suites into one",,"Madison Symphony Orchestra - combine two suites into one",
"10/27/2025","BLDNCC-2025-18678","New Commercial Construction Permit","413 Chestnut ST, Madison WI 53726 United States","Issued","Replace guard rail at balcony. Guard to be minimum 42"" above floor with spaces such that a 4"" ball cannot fit through.",,"Replace guard rail at balcony",
"10/24/2025","BLDNCC-2025-18636","New Commercial Construction Permit","203 Wyalusing DR, Madison WI 53718 United States","Issued","basement: add wall to separate utility from storage space",,"basement: add wall to separate utility from storage space",
"10/24/2025","BLDNCC-2025-18610","New Commercial Construction Permit","917 E Mifflin ST, Madison WI 53703 United States","Issued","AT&T - antenna alterations",,"AT&T - antenna alterations",
"10/24/2025","BLDNCC-2025-18608","New Commercial Construction Permit","10 Terrace CT, 300, Madison WI 53718 United States","Open","QBE Insurance Group- new tenant alterations to all of first floor, part of second floor, and all of third floor",,"QBE Insurance Group- new tenant alterations to all of first floor, part of second floor, and all of third floor",
"10/23/2025","BLDNCC-2025-18560","New Commercial Construction Permit","7230 West Towne WAY, Madison WI 53719 United States","Closed","Portillo's - add wall, change beverage dispenser configuration",,"Portillo's - add wall, change beverage dispenser configuration",
"10/23/2025","BLDNCC-2025-18511","New Commercial Construction Permit","2402 Winnebago ST, Madison WI 53704 United States","Closed","UW Health - second floor office alteration",,"UW Health - second floor office alteration",
"10/21/2025","BLDNCC-2025-18374","New Commercial Construction Permit","3002 Dairy DR, Madison WI 53718 United States","Issued","new building - Marvin's Brick Pavers (3026 Dairy Dr) and shell space (3002 Dairy Dr)",,"new building - Marvin's Brick Pavers (3026 Dairy Dr) and shell space (3002 Dairy Dr)",
"10/21/2025","BLDNCC-2025-18346","New Commercial Construction Permit","801 Melvin CT, Madison WI 53704 United States","Issued","Crew Carwash - new tenant alteration",,"Crew Carwash - new tenant alteration",
"10/20/2025","BLDNCC-2025-18252","New Commercial Construction Permit","1633 Thierer RD, Madison WI 53704 United States","Issued","Head Quarters- existing tenant alterations",,"Head Quarters- existing tenant alterations",
"10/20/2025","BLDNCC-2025-18224","New Commercial Construction Permit","601 E Main ST, Madison WI 53703 United States","Issued","MG&E Buenzli building - first and second floor office alterations",,"MG&E Buenzli building - first and second floor office alterations",
"10/17/2025","BLDNCC-2025-18181","New Commercial Construction Permit","6515 Grand Teton PLZ, 129, Deforest WI 53532 United States","Inspections Complete","Better Body Massage - new tenant alteration",,"Better Body Massage - new tenant alteration",
"10/17/2025","BLDNCC-2025-18168","New Commercial Construction Permit","4701 Madison Yards WAY, Madison WI 53705 United States","Closed","Face Foundrie - new tenant alteration (2021 code)",,"Face Foundrie - new tenant alteration (2021 code)",
"10/17/2025","BLDNCC-2025-18158","New Commercial Construction Permit","5705 Femrite DR, Madison WI 53718 United States","Issued","Verizon - antennas with 11 x 4 concrete equipment at base with generator",,"Verizon - antennas with 11 x 4 concrete equipment at base with generator",
"10/16/2025","BLDNCC-2025-18094","New Commercial Construction Permit","6517 Town Center DR, Madison WI 53718 United States","In Process","Metrotech Apartments building 2 - 100 unit apartment with indoor parking and shell commercial space",,"Metrotech Apartments building 2 - 100 unit apartment with indoor parking and shell commercial space",
"10/15/2025","BLDNCC-2025-18028","New Commercial Construction Permit","5001 World Dairy DR, Madison WI 53718 United States","Closed","Impact Life - new tenant alteration",,"Impact Life - new tenant alteration",
"10/15/2025","BLDNCC-2025-18024","New Commercial Construction Permit","1245 E Washington AVE, 300, Madison WI 53703 United States","Issued","Shopbop - alteration to create enclosed conference area",,"Shopbop - alteration to create enclosed conference area",
"10/15/2025","BLDNCC-2025-18011","New Commercial Construction Permit","1301 E Washington AVE, Madison WI 53703 United States","Issued","ShopBop - creation of work room for prop creation.  Includes paint booth",,"ShopBop - creation of work room for prop creation.  Includes paint booth",
"10/14/2025","BLDNCC-2025-17965","New Commercial Construction Permit","430 N Midvale BLVD, Madison WI 53705 United States","Issued","Convert movie theater to two unoccupied tenant spaces.",,"Convert movie theater to two unoccupied tenant spaces.",
"10/14/2025","BLDNCC-2025-17950","New Commercial Construction Permit","1 S Park ST, Madison WI 53715 United States","Issued","UW Health - 5th floor dermatology alteration",,"UW Health - 5th floor dermatology alteration",
"10/14/2025","BLDNCC-2025-17880","New Commercial Construction Permit","15 Hemlock TRL, Madison WI 53717 United States","Closed","Basement bathroom alteration - change fixture locations",,"Basement bathroom alteration - change fixture locations",
"10/10/2025","BLDNCC-2025-17728","New Commercial Construction Permit","1321 E Mifflin ST, Madison WI 53703 United States","Closed","Tenney Preschool & Childcare - split classroom into two rooms, add exterior ramp and deck",,"Tenney Preschool & Childcare - split classroom into two rooms, add exterior ramp and deck",
"10/09/2025","BLDNCC-2025-17634","New Commercial Construction Permit","2 E Mifflin ST, Madison WI 53703 United States","Issued","alteration to 7th floor common restrooms",,"alteration to 7th floor common restrooms",
